epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,41.1156,0.61886,2.29516,1.05174,0.00333,1,0.995,0.82876,0.61774,3.03452,1.01421,0.000308522,0.000308522,0.000308522
21,42.7806,0.90241,2.57723,1.27233,0.00333,1,0.995,0.80794,0.58106,3.04359,1.01495,0.0003208,0.0003208,0.0003208
22,44.3413,1.06325,2.14341,1.1966,0.00333,1,0.995,0.80794,0.58106,3.04359,1.01495,0.000332682,0.000332682,0.000332682
23,45.9763,1.09545,2.25031,1.32579,0.00333,1,0.995,0.81224,0.60325,3.02549,1.031,0.000344168,0.000344168,0.000344168
24,47.566,0.77695,2.14171,1.25748,0.00333,1,0.995,0.81224,0.60325,3.02549,1.031,0.000355258,0.000355258,0.000355258
25,49.1818,0.87881,1.96609,1.02562,0.00333,1,0.995,0.83304,0.60373,3.03759,1.02031,0.000365952,0.000365952,0.000365952
26,50.721,1.0519,2.06569,1.18336,0.00333,1,0.995,0.83304,0.60373,3.03759,1.02031,0.00037625,0.00037625,0.00037625
27,52.3428,0.83859,2.02624,1.28386,0.00333,1,0.995,0.88881,0.52418,2.97892,0.97349,0.000386152,0.000386152,0.000386152
28,53.8958,0.94953,1.84883,1.00945,0.00333,1,0.995,0.88881,0.52418,2.97892,0.97349,0.000395658,0.000395658,0.000395658
29,55.5198,1.15741,2.05348,1.19035,0.00333,1,0.995,0.8576,0.55952,3.01289,0.99485,0.000404768,0.000404768,0.000404768
30,57.0549,0.78407,1.82748,1.14577,0.00333,1,0.995,0.8576,0.55952,3.01289,0.99485,0.000413482,0.000413482,0.000413482
31,58.6648,0.73563,1.59573,0.95884,0.00333,1,0.995,0.80343,0.7159,3.06356,1.06363,0.0004218,0.0004218,0.0004218
32,60.2125,0.92501,1.65369,1.08157,0.00333,1,0.995,0.80343,0.7159,3.06356,1.06363,0.000429722,0.000429722,0.000429722
33,61.8786,1.13323,2.23145,1.26628,0.00333,1,0.995,0.75811,0.6398,3.06003,1.05392,0.000437248,0.000437248,0.000437248
34,63.6337,0.93898,1.50079,1.1596,0.00333,1,0.995,0.75811,0.6398,3.06003,1.05392,0.000444378,0.000444378,0.000444378
35,65.3186,0.97026,1.72626,1.27697,0.00333,1,0.995,0.80763,0.59431,3.03469,1.06818,0.000451112,0.000451112,0.000451112
36,66.9196,0.6857,1.41478,0.95171,0.00333,1,0.995,0.80763,0.59431,3.03469,1.06818,0.00045745,0.00045745,0.00045745
37,68.6076,1.0252,1.56503,1.19848,0.00333,1,0.995,0.8451,0.61003,2.98969,1.05648,0.000463392,0.000463392,0.000463392
38,70.2195,1.21639,1.78775,1.24813,0.00333,1,0.995,0.8451,0.61003,2.98969,1.05648,0.000468938,0.000468938,0.000468938
39,71.9135,0.86173,1.76298,1.2096,0.00333,1,0.995,0.80828,0.67254,2.97996,1.11902,0.000474088,0.000474088,0.000474088
40,73.8123,1.00238,1.58619,1.19476,0.00333,1,0.995,0.80828,0.67254,2.97996,1.11902,0.000478842,0.000478842,0.000478842
41,75.9129,1.0259,1.79667,1.20965,0.00333,1,0.995,0.82904,0.62604,2.93474,1.06272,0.0004832,0.0004832,0.0004832
42,78.002,1.05386,1.50143,1.18665,0.00333,1,0.995,0.82904,0.62604,2.93474,1.06272,0.000487162,0.000487162,0.000487162
43,79.9337,0.80965,1.36547,1.08107,0.00333,1,0.995,0.85191,0.5626,2.86774,1.00233,0.000490728,0.000490728,0.000490728
44,81.8141,0.54341,1.15091,0.90029,0.00333,1,0.995,0.85191,0.5626,2.86774,1.00233,0.000493898,0.000493898,0.000493898
45,83.6148,0.73433,1.21616,1.05128,0.00333,1,0.995,0.85191,0.50727,2.87654,0.96959,0.000496672,0.000496672,0.000496672
46,85.3233,0.85954,1.1876,0.94408,0.00333,1,0.995,0.85191,0.50727,2.87654,0.96959,0.00049905,0.00049905,0.00049905
47,87.0662,1.12126,1.59927,1.20668,0.00333,1,0.995,0.78545,0.65447,2.90161,1.07442,0.000501032,0.000501032,0.000501032
48,88.7279,0.92022,1.4899,1.03779,0.00333,1,0.995,0.78545,0.65447,2.90161,1.07442,0.000502618,0.000502618,0.000502618
49,90.4793,1.27834,1.9183,1.5102,0.00333,1,0.995,0.80832,0.66806,2.91715,1.07414,0.000503808,0.000503808,0.000503808
50,92.2184,1.02467,1.23752,1.08495,0.00333,1,0.995,0.80832,0.66806,2.91715,1.07414,0.000504602,0.000504602,0.000504602
51,94.1398,1.03083,1.37594,1.11244,0.00333,1,0.995,0.82079,0.61957,2.8899,1.05289,0.000505,0.000505,0.000505
52,95.9428,1.00438,1.1247,1.27392,0.00333,1,0.995,0.82079,0.61957,2.8899,1.05289,0.000505002,0.000505002,0.000505002
53,97.6017,0.9522,1.42349,1.21259,0.00333,1,0.995,0.82079,0.61957,2.8899,1.05289,0.000504608,0.000504608,0.000504608
54,99.3415,0.59871,1.14991,0.89017,0.00333,1,0.995,0.84132,0.62837,2.8824,1.04192,0.000503818,0.000503818,0.000503818
55,101.227,0.97398,1.21337,1.08867,0.00333,1,0.995,0.84132,0.62837,2.8824,1.04192,0.000502632,0.000502632,0.000502632
56,102.978,0.84429,1.33772,1.32163,0.00333,1,0.995,0.84132,0.62837,2.8824,1.04192,0.00050105,0.00050105,0.00050105
57,104.887,1.25272,1.68336,1.40315,0.00333,1,0.995,0.84132,0.63607,2.86155,1.0266,0.000499072,0.000499072,0.000499072
58,106.538,0.83218,1.14602,1.10557,0.00333,1,0.995,0.84132,0.63607,2.86155,1.0266,0.000496698,0.000496698,0.000496698
59,108.247,0.68677,0.99319,0.98043,0.00333,1,0.995,0.84132,0.63607,2.86155,1.0266,0.000493928,0.000493928,0.000493928
60,110.003,1.3527,1.88493,1.44245,0.00333,1,0.945,0.79512,0.69387,2.87601,1.07158,0.000490762,0.000490762,0.000490762
61,111.8,0.94274,1.16789,1.12098,0.00333,1,0.945,0.79512,0.69387,2.87601,1.07158,0.0004872,0.0004872,0.0004872
62,113.557,0.96581,1.15738,1.02758,0.00333,1,0.945,0.79512,0.69387,2.87601,1.07158,0.000483242,0.000483242,0.000483242
63,115.326,0.74538,1.01041,0.96377,0.00333,1,0.995,0.77039,0.74012,2.82933,1.088,0.000478888,0.000478888,0.000478888
64,117.126,0.63345,1.02521,0.98408,0.00333,1,0.995,0.77039,0.74012,2.82933,1.088,0.000474138,0.000474138,0.000474138
65,118.817,0.92133,1.28334,1.19288,0.00333,1,0.995,0.77039,0.74012,2.82933,1.088,0.000468992,0.000468992,0.000468992
66,120.537,0.7345,1.33118,0.94509,0.87198,1,0.995,0.80374,0.65619,2.76612,1.06869,0.00046345,0.00046345,0.00046345
67,122.347,0.81998,1.06664,1.01198,0.87198,1,0.995,0.80374,0.65619,2.76612,1.06869,0.000457512,0.000457512,0.000457512
68,123.906,0.75174,1.22667,1.21214,0.87198,1,0.995,0.80374,0.65619,2.76612,1.06869,0.000451178,0.000451178,0.000451178
69,125.528,0.87357,1.19272,1.03045,1,0.9318,0.995,0.82887,0.63847,2.71115,1.07534,0.000444448,0.000444448,0.000444448
70,127.081,1.00386,1.20967,1.25085,1,0.9318,0.995,0.82887,0.63847,2.71115,1.07534,0.000437322,0.000437322,0.000437322
71,128.64,0.90418,1.33661,1.072,1,0.9318,0.995,0.82887,0.63847,2.71115,1.07534,0.0004298,0.0004298,0.0004298
72,130.274,0.81489,1.13471,1.00222,1,0.93284,0.995,0.8655,0.58769,2.64967,1.04652,0.000421882,0.000421882,0.000421882
73,131.817,0.69135,0.96043,1.01939,1,0.93284,0.995,0.8655,0.58769,2.64967,1.04652,0.000413568,0.000413568,0.000413568
74,133.402,0.66412,0.9591,1.03411,1,0.93284,0.995,0.8655,0.58769,2.64967,1.04652,0.000404858,0.000404858,0.000404858
75,135.039,0.77706,1.10843,1.15466,0.70548,1,0.995,0.81221,0.53334,2.5976,0.99729,0.000395752,0.000395752,0.000395752
76,136.607,0.57976,1.20846,0.95077,0.70548,1,0.995,0.81221,0.53334,2.5976,0.99729,0.00038625,0.00038625,0.00038625
77,138.162,0.65719,0.90165,0.92837,0.70548,1,0.995,0.81221,0.53334,2.5976,0.99729,0.000376352,0.000376352,0.000376352
78,139.811,0.83047,1.15974,0.9885,1,0.90049,0.995,0.87053,0.54349,2.54604,0.9813,0.000366058,0.000366058,0.000366058
79,141.361,0.75817,1.15749,1.13137,1,0.90049,0.995,0.87053,0.54349,2.54604,0.9813,0.000355368,0.000355368,0.000355368
80,142.929,0.91076,1.17269,1.06189,1,0.90049,0.995,0.87053,0.54349,2.54604,0.9813,0.000344282,0.000344282,0.000344282
81,144.556,0.62536,0.95303,0.93193,1,0.77819,0.995,0.87053,0.58413,2.54873,0.99816,0.0003328,0.0003328,0.0003328
82,146.104,0.71103,1.00399,1.11163,1,0.77819,0.995,0.87053,0.58413,2.54873,0.99816,0.000320922,0.000320922,0.000320922
83,147.66,0.71864,1.00787,1.03731,1,0.77819,0.995,0.87053,0.58413,2.54873,0.99816,0.000308648,0.000308648,0.000308648
84,149.27,1.00074,1.49327,1.04471,1,0.74424,0.995,0.74883,0.60952,2.55912,1.00761,0.000295978,0.000295978,0.000295978
85,150.815,0.4968,1.00904,0.91846,1,0.74424,0.995,0.74883,0.60952,2.55912,1.00761,0.000282912,0.000282912,0.000282912
86,152.368,0.66376,1.07894,0.9147,1,0.74424,0.995,0.74883,0.60952,2.55912,1.00761,0.00026945,0.00026945,0.00026945
87,153.951,0.55845,1.05393,0.9814,1,0.74424,0.995,0.74883,0.60952,2.55912,1.00761,0.000255592,0.000255592,0.000255592
88,155.584,0.91441,1.54688,1.15808,1,0.78358,0.995,0.84556,0.57717,2.51503,0.97647,0.000241338,0.000241338,0.000241338
89,157.129,0.65713,1.15904,1.07308,1,0.78358,0.995,0.84556,0.57717,2.51503,0.97647,0.000226688,0.000226688,0.000226688
90,158.679,0.90139,1.36414,1.03611,1,0.78358,0.995,0.84556,0.57717,2.51503,0.97647,0.000211642,0.000211642,0.000211642
91,160.233,0.54445,1.46594,0.72642,1,0.78358,0.995,0.84556,0.57717,2.51503,0.97647,0.0001962,0.0001962,0.0001962
92,161.933,0.59869,1.32806,0.87716,1,0.92617,0.995,0.89506,0.54368,2.3907,0.95428,0.000180362,0.000180362,0.000180362
93,163.597,0.47492,1.27527,0.88121,1,0.92617,0.995,0.89506,0.54368,2.3907,0.95428,0.000164128,0.000164128,0.000164128
94,165.226,0.52102,1.34475,0.95129,1,0.92617,0.995,0.89506,0.54368,2.3907,0.95428,0.000147498,0.000147498,0.000147498
95,166.794,0.41174,1.32824,0.98906,1,0.92617,0.995,0.89506,0.54368,2.3907,0.95428,0.000130472,0.000130472,0.000130472
96,168.454,0.43644,1.37488,0.87507,1,0.99743,0.995,0.92003,0.49026,2.31758,0.93638,0.00011305,0.00011305,0.00011305
97,170.042,0.51933,1.33819,0.84988,1,0.99743,0.995,0.92003,0.49026,2.31758,0.93638,9.5232e-05,9.5232e-05,9.5232e-05
98,171.597,0.34996,1.27829,0.72313,1,0.99743,0.995,0.92003,0.49026,2.31758,0.93638,7.7018e-05,7.7018e-05,7.7018e-05
99,173.147,0.42681,1.22062,0.84673,1,0.99743,0.995,0.92003,0.49026,2.31758,0.93638,5.8408e-05,5.8408e-05,5.8408e-05
100,174.788,0.41065,1.23868,0.90455,0.97443,1,0.995,0.92003,0.45127,2.23338,0.92266,3.9402e-05,3.9402e-05,3.9402e-05
