epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,350.712,0.87442,3.05087,0.86789,0.00094,0.08889,0.01011,0.00207,0.79895,4.06922,0.83293,0.000359131,0.000359131,0.000359131
56,356.866,0.84492,2.79844,0.82111,0.00094,0.08889,0.01011,0.00207,0.79895,4.06922,0.83293,0.000358,0.000358,0.000358
57,363.274,0.87976,2.73011,0.8607,0.0012,0.11111,0.00801,0.00183,0.80539,4.05118,0.82843,0.000356587,0.000356587,0.000356587
58,369.326,0.74427,2.59872,0.84955,0.0012,0.11111,0.00801,0.00183,0.80539,4.05118,0.82843,0.000354891,0.000354891,0.000354891
59,376.053,0.76609,2.78286,0.85391,0.0012,0.11111,0.00801,0.00183,0.80539,4.05118,0.82843,0.000352912,0.000352912,0.000352912
60,382.135,0.84152,2.58823,0.83779,0.0015,0.13675,0.03198,0.01445,0.76539,4.02797,0.83012,0.000350649,0.000350649,0.000350649
61,387.957,0.73033,2.76481,0.86451,0.0015,0.13675,0.03198,0.01445,0.76539,4.02797,0.83012,0.000348104,0.000348104,0.000348104
62,393.699,0.74431,2.70614,0.86205,0.0015,0.13675,0.03198,0.01445,0.76539,4.02797,0.83012,0.000345276,0.000345276,0.000345276
63,399.608,1.02043,3.12286,0.82954,0.00097,0.08889,0.03619,0.03082,0.76869,4.00389,0.83109,0.000342165,0.000342165,0.000342165
64,405.485,0.79857,2.5601,0.82124,0.00097,0.08889,0.03619,0.03082,0.76869,4.00389,0.83109,0.000338772,0.000338772,0.000338772
65,412.028,1.00224,2.86978,0.83572,0.00097,0.08889,0.03619,0.03082,0.76869,4.00389,0.83109,0.000335095,0.000335095,0.000335095
66,419.354,0.79403,2.52584,0.82263,0.00102,0.09231,0.03024,0.02614,0.7676,3.98274,0.83279,0.000331135,0.000331135,0.000331135
67,425.577,0.98399,2.83019,0.84794,0.00102,0.09231,0.03024,0.02614,0.7676,3.98274,0.83279,0.000326892,0.000326892,0.000326892
68,432.395,0.9288,2.79245,0.86503,0.00102,0.09231,0.03024,0.02614,0.7676,3.98274,0.83279,0.000322367,0.000322367,0.000322367
69,438.299,0.84086,2.76398,0.82236,0.0018,0.15897,0.00599,0.003,0.74116,3.97196,0.83144,0.000317558,0.000317558,0.000317558
70,444.098,0.88444,2.80481,0.84265,0.0018,0.15897,0.00599,0.003,0.74116,3.97196,0.83144,0.000312467,0.000312467,0.000312467
71,450.372,0.7734,2.23848,0.8623,0.0018,0.15897,0.00599,0.003,0.74116,3.97196,0.83144,0.000307092,0.000307092,0.000307092
72,456.303,0.78578,2.37446,0.84616,0.00128,0.11111,0.0041,0.00079,0.70659,3.95196,0.82611,0.000301435,0.000301435,0.000301435
73,463.312,0.69667,2.2405,0.82048,0.00128,0.11111,0.0041,0.00079,0.70659,3.95196,0.82611,0.000295494,0.000295494,0.000295494
74,469.825,0.80399,2.33634,0.80931,0.00128,0.11111,0.0041,0.00079,0.70659,3.95196,0.82611,0.000289271,0.000289271,0.000289271
75,477.258,0.59121,2.3591,0.83815,0.00104,0.09231,0.00505,0.00176,0.70724,3.9464,0.82481,0.000282765,0.000282765,0.000282765
76,483.347,0.95333,2.68933,0.82607,0.00104,0.09231,0.00505,0.00176,0.70724,3.9464,0.82481,0.000275976,0.000275976,0.000275976
77,489.304,0.6851,2.47389,0.82915,0.00104,0.09231,0.00505,0.00176,0.70724,3.9464,0.82481,0.000268904,0.000268904,0.000268904
78,495.852,0.81431,2.36986,0.84941,0.00078,0.07009,0.0265,0.0212,0.72496,3.91251,0.8253,0.000261548,0.000261548,0.000261548
79,503.165,0.72707,2.44998,0.86186,0.00078,0.07009,0.0265,0.0212,0.72496,3.91251,0.8253,0.00025391,0.00025391,0.00025391
80,510.727,0.59248,2.46996,0.80713,0.00078,0.07009,0.0265,0.0212,0.72496,3.91251,0.8253,0.000245989,0.000245989,0.000245989
81,517.372,0.79603,2.44902,0.8177,0.00129,0.11795,0.01584,0.0128,0.71387,3.86688,0.82408,0.000237786,0.000237786,0.000237786
82,523.927,0.83897,2.44745,0.80855,0.00129,0.11795,0.01584,0.0128,0.71387,3.86688,0.82408,0.000229299,0.000229299,0.000229299
83,530.072,0.61214,2.62324,0.78036,0.00129,0.11795,0.01584,0.0128,0.71387,3.86688,0.82408,0.000220529,0.000220529,0.000220529
84,536.332,0.85278,2.50194,0.86443,0.00283,0.26154,0.08857,0.07267,0.69362,3.81445,0.8248,0.000211476,0.000211476,0.000211476
85,543.017,0.74378,2.41857,0.79233,0.00283,0.26154,0.08857,0.07267,0.69362,3.81445,0.8248,0.000202141,0.000202141,0.000202141
86,549.231,0.69977,2.16141,0.81236,0.00283,0.26154,0.08857,0.07267,0.69362,3.81445,0.8248,0.000192522,0.000192522,0.000192522
87,554.978,0.9225,2.62328,0.84338,0.00283,0.26154,0.08857,0.07267,0.69362,3.81445,0.8248,0.00018262,0.00018262,0.00018262
88,560.944,0.80743,2.3842,0.8112,0.00356,0.33504,0.13206,0.11078,0.65811,3.75275,0.82483,0.000172436,0.000172436,0.000172436
89,566.643,0.67825,2.51469,0.7796,0.00356,0.33504,0.13206,0.11078,0.65811,3.75275,0.82483,0.000161969,0.000161969,0.000161969
90,572.436,0.69645,2.30553,0.81051,0.00356,0.33504,0.13206,0.11078,0.65811,3.75275,0.82483,0.000151218,0.000151218,0.000151218
91,578.203,0.76436,2.72171,0.82563,0.00356,0.33504,0.13206,0.11078,0.65811,3.75275,0.82483,0.000140185,0.000140185,0.000140185
92,584.043,0.69157,2.53881,0.84856,0.00449,0.43077,0.23106,0.19376,0.62944,3.66455,0.82428,0.000128869,0.000128869,0.000128869
93,589.851,0.79574,2.71226,0.87004,0.00449,0.43077,0.23106,0.19376,0.62944,3.66455,0.82428,0.000117269,0.000117269,0.000117269
94,595.656,0.66874,2.58305,0.79925,0.00449,0.43077,0.23106,0.19376,0.62944,3.66455,0.82428,0.000105387,0.000105387,0.000105387
95,601.574,0.78,2.61932,0.81802,0.00449,0.43077,0.23106,0.19376,0.62944,3.66455,0.82428,9.32222e-05,9.32222e-05,9.32222e-05
96,607.845,0.73116,2.51705,0.80501,0.00467,0.45299,0.2624,0.22322,0.60156,3.56888,0.82114,8.07742e-05,8.07742e-05,8.07742e-05
97,613.732,0.70713,2.65471,0.81291,0.00467,0.45299,0.2624,0.22322,0.60156,3.56888,0.82114,6.80433e-05,6.80433e-05,6.80433e-05
98,619.813,0.62091,2.29332,0.78894,0.00467,0.45299,0.2624,0.22322,0.60156,3.56888,0.82114,5.50294e-05,5.50294e-05,5.50294e-05
99,625.397,0.69678,2.715,0.81108,0.00467,0.45299,0.2624,0.22322,0.60156,3.56888,0.82114,4.17325e-05,4.17325e-05,4.17325e-05
100,630.912,0.54605,2.39512,0.82778,0.00483,0.47521,0.2877,0.24748,0.59403,3.46786,0.81931,2.81527e-05,2.81527e-05,2.81527e-05
