epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,117.335,0.87132,4.02228,0.91339,0.00141,0.15079,0.03027,0.0056,0.74498,4.39714,0.854,0.000241345,0.000241345,0.000241345
28,120.783,1.15729,4.09899,0.88881,0.00141,0.15079,0.03027,0.0056,0.74498,4.39714,0.854,0.000247286,0.000247286,0.000247286
29,124.294,0.90001,3.97755,0.88885,0.00135,0.15079,0.03135,0.00587,0.75812,4.38239,0.84398,0.00025298,0.00025298,0.00025298
30,127.571,0.92468,3.87932,0.88435,0.00135,0.15079,0.03135,0.00587,0.75812,4.38239,0.84398,0.000258426,0.000258426,0.000258426
31,130.97,0.98288,3.89646,0.90834,0.00169,0.19841,0.00665,0.00409,0.76208,4.36338,0.84216,0.000263625,0.000263625,0.000263625
32,134.393,0.81948,3.7456,0.86751,0.00169,0.19841,0.00665,0.00409,0.76208,4.36338,0.84216,0.000268576,0.000268576,0.000268576
33,137.762,0.68557,3.83024,0.81567,0.0017,0.19841,0.01269,0.00663,0.75852,4.33271,0.84749,0.00027328,0.00027328,0.00027328
34,141.035,1.09043,3.91622,0.87626,0.0017,0.19841,0.01269,0.00663,0.75852,4.33271,0.84749,0.000277736,0.000277736,0.000277736
35,144.551,0.93208,3.52812,0.87155,0.00172,0.19841,0.00746,0.00292,0.73671,4.37257,0.84986,0.000281945,0.000281945,0.000281945
36,147.859,0.77439,3.62705,0.86284,0.00172,0.19841,0.00746,0.00292,0.73671,4.37257,0.84986,0.000285906,0.000285906,0.000285906
37,151.29,1.01426,3.67192,0.83049,0.00168,0.19841,0.00621,0.0021,0.71106,4.39492,0.85335,0.00028962,0.00028962,0.00028962
38,154.622,0.73321,3.36447,0.8894,0.00168,0.19841,0.00621,0.0021,0.71106,4.39492,0.85335,0.000293086,0.000293086,0.000293086
39,158.021,0.96473,3.60149,0.83832,0.01362,0.31746,0.06576,0.05609,0.75857,4.41279,0.87345,0.000296305,0.000296305,0.000296305
40,161.496,0.73495,3.69455,0.86084,0.01362,0.31746,0.06576,0.05609,0.75857,4.41279,0.87345,0.000299276,0.000299276,0.000299276
41,164.971,0.84167,3.42772,0.87192,0.00086,0.10317,0.01643,0.00725,0.84748,4.44161,0.89527,0.000302,0.000302,0.000302
42,168.339,0.76847,3.22871,0.79777,0.00086,0.10317,0.01643,0.00725,0.84748,4.44161,0.89527,0.000304476,0.000304476,0.000304476
43,171.767,0.99015,3.46764,0.82407,0.00043,0.05556,0.01851,0.01481,0.87204,4.503,0.91466,0.000306705,0.000306705,0.000306705
44,175.089,0.90502,3.71553,0.87333,0.00043,0.05556,0.01851,0.01481,0.87204,4.503,0.91466,0.000308686,0.000308686,0.000308686
45,178.549,0.81167,3.43284,0.86915,0.00041,0.05556,0.00705,0.00564,0.86198,4.49878,0.91492,0.00031042,0.00031042,0.00031042
46,182.41,1.04631,3.40507,0.82896,0.00041,0.05556,0.00705,0.00564,0.86198,4.49878,0.91492,0.000311906,0.000311906,0.000311906
47,186.175,0.83694,3.2236,0.81891,0.00041,0.05556,0.00072,0.00043,0.82613,4.5492,0.91783,0.000313145,0.000313145,0.000313145
48,189.796,0.75871,3.07788,0.84415,0.00041,0.05556,0.00072,0.00043,0.82613,4.5492,0.91783,0.000314136,0.000314136,0.000314136
49,193.525,0.72636,2.84547,0.87756,0.00041,0.05556,0.00038,0.00019,0.87224,4.56608,0.93702,0.00031488,0.00031488,0.00031488
50,197.126,0.83614,3.68083,0.85209,0.00041,0.05556,0.00038,0.00019,0.87224,4.56608,0.93702,0.000315376,0.000315376,0.000315376
51,200.858,0.78204,2.91468,0.8533,0.00041,0.05556,0.00038,0.00019,0.84335,4.59538,0.95992,0.000315625,0.000315625,0.000315625
52,204.89,0.71944,3.49604,0.86471,0.00041,0.05556,0.00038,0.00019,0.84335,4.59538,0.95992,0.000315626,0.000315626,0.000315626
53,208.766,0.74236,2.63841,0.81412,0.00041,0.05556,0.00038,0.00019,0.84335,4.59538,0.95992,0.00031538,0.00031538,0.00031538
54,212.737,0.94204,2.75479,0.84348,0.00041,0.05556,0.00038,0.00019,0.87239,4.58393,0.96759,0.000314886,0.000314886,0.000314886
55,216.514,0.7061,3.3397,0.79337,0.00041,0.05556,0.00038,0.00019,0.87239,4.58393,0.96759,0.000314145,0.000314145,0.000314145
56,220.525,0.82732,3.21688,0.82623,0.00041,0.05556,0.00038,0.00019,0.87239,4.58393,0.96759,0.000313156,0.000313156,0.000313156
57,224.612,0.92755,3.07609,0.86842,0.00041,0.05556,0.00038,0.00019,0.89177,4.60189,0.99654,0.00031192,0.00031192,0.00031192
58,228.257,0.76264,2.59518,0.86333,0.00041,0.05556,0.00038,0.00019,0.89177,4.60189,0.99654,0.000310436,0.000310436,0.000310436
59,232.507,0.69746,2.95291,0.86286,0.00041,0.05556,0.00038,0.00019,0.89177,4.60189,0.99654,0.000308705,0.000308705,0.000308705
60,236.564,0.72853,2.84065,0.8328,0.00041,0.05556,0.00038,0.00019,0.90169,4.60055,0.99623,0.000306726,0.000306726,0.000306726
61,240.67,0.86076,2.86982,0.83285,0.00041,0.05556,0.00038,0.00019,0.90169,4.60055,0.99623,0.0003045,0.0003045,0.0003045
62,244.938,0.82771,2.41128,0.83216,0.00041,0.05556,0.00038,0.00019,0.90169,4.60055,0.99623,0.000302026,0.000302026,0.000302026
63,248.928,0.6454,2.65597,0.83136,0.00041,0.05556,0.00038,0.00019,0.85165,4.59221,0.99423,0.000299305,0.000299305,0.000299305
64,252.737,0.7115,3.90667,0.873,0.00041,0.05556,0.00038,0.00019,0.85165,4.59221,0.99423,0.000296336,0.000296336,0.000296336
65,256.596,0.92042,2.80524,0.84291,0.00041,0.05556,0.00038,0.00019,0.85165,4.59221,0.99423,0.00029312,0.00029312,0.00029312
66,260.564,0.69953,2.51865,0.84184,0.00041,0.05556,0.00038,0.00019,0.81498,4.56914,0.9901,0.000289656,0.000289656,0.000289656
67,264.839,0.75543,2.84492,0.81784,0.00041,0.05556,0.00038,0.00019,0.81498,4.56914,0.9901,0.000285945,0.000285945,0.000285945
68,268.926,0.87013,3.20438,0.88404,0.00041,0.05556,0.00038,0.00019,0.81498,4.56914,0.9901,0.000281986,0.000281986,0.000281986
69,272.602,0.79482,2.65409,0.84402,0.00041,0.05556,0.00038,0.00019,0.77223,4.56038,0.9619,0.00027778,0.00027778,0.00027778
70,276.277,0.75174,2.4332,0.79781,0.00041,0.05556,0.00038,0.00019,0.77223,4.56038,0.9619,0.000273326,0.000273326,0.000273326
71,279.871,0.7369,2.2207,0.81428,0.00041,0.05556,0.00038,0.00019,0.77223,4.56038,0.9619,0.000268625,0.000268625,0.000268625
72,283.837,0.77857,2.39205,0.86371,0.00041,0.05556,0.00038,0.00019,0.76277,4.51963,0.95,0.000263676,0.000263676,0.000263676
73,287.726,0.76017,2.63759,0.84528,0.00041,0.05556,0.00038,0.00019,0.76277,4.51963,0.95,0.00025848,0.00025848,0.00025848
74,291.496,0.72366,2.56631,0.85339,0.00041,0.05556,0.00038,0.00019,0.76277,4.51963,0.95,0.000253036,0.000253036,0.000253036
75,295.338,0.79198,2.5657,0.8164,0.00041,0.05556,0.00038,0.00019,0.77134,4.41388,0.90369,0.000247345,0.000247345,0.000247345
76,299.028,0.64693,2.72387,0.82757,0.00041,0.05556,0.00038,0.00019,0.77134,4.41388,0.90369,0.000241406,0.000241406,0.000241406
77,302.724,0.60929,2.42106,0.8365,0.00041,0.05556,0.00038,0.00019,0.77134,4.41388,0.90369,0.00023522,0.00023522,0.00023522
78,306.264,0.61834,2.15499,0.81802,0.00041,0.05556,0.00038,0.00019,0.70582,4.34897,0.87903,0.000228786,0.000228786,0.000228786
79,309.756,0.82115,2.82886,0.8416,0.00041,0.05556,0.00038,0.00019,0.70582,4.34897,0.87903,0.000222105,0.000222105,0.000222105
80,313.339,0.67848,2.72235,0.91721,0.00041,0.05556,0.00038,0.00019,0.70582,4.34897,0.87903,0.000215176,0.000215176,0.000215176
81,316.907,0.56779,2.22193,0.82673,0.00793,0.22222,0.16801,0.15067,0.69266,4.23166,0.85909,0.000208,0.000208,0.000208
82,320.704,0.60388,2.41772,0.88397,0.00793,0.22222,0.16801,0.15067,0.69266,4.23166,0.85909,0.000200576,0.000200576,0.000200576
83,324.47,0.76135,2.40586,0.81358,0.00793,0.22222,0.16801,0.15067,0.69266,4.23166,0.85909,0.000192905,0.000192905,0.000192905
84,328.21,0.68561,2.01059,0.7972,0.01349,0.48413,0.33357,0.29938,0.67295,4.15603,0.84698,0.000184986,0.000184986,0.000184986
85,331.656,0.66343,2.20061,0.81054,0.01349,0.48413,0.33357,0.29938,0.67295,4.15603,0.84698,0.00017682,0.00017682,0.00017682
86,335.307,0.59638,2.05062,0.80639,0.01349,0.48413,0.33357,0.29938,0.67295,4.15603,0.84698,0.000168406,0.000168406,0.000168406
87,339.105,0.61001,2.82993,0.81757,0.01349,0.48413,0.33357,0.29938,0.67295,4.15603,0.84698,0.000159745,0.000159745,0.000159745
88,342.8,0.78487,2.36382,0.8624,0.01083,0.48413,0.33321,0.29928,0.6619,4.03689,0.83622,0.000150836,0.000150836,0.000150836
89,346.388,0.58569,2.05326,0.83072,0.01083,0.48413,0.33321,0.29928,0.6619,4.03689,0.83622,0.00014168,0.00014168,0.00014168
90,349.987,0.63802,2.70631,0.84735,0.01083,0.48413,0.33321,0.29928,0.6619,4.03689,0.83622,0.000132276,0.000132276,0.000132276
91,353.477,0.70876,2.49842,0.87217,0.01083,0.48413,0.33321,0.29928,0.6619,4.03689,0.83622,0.000122625,0.000122625,0.000122625
92,357.033,0.60136,2.35239,0.75454,0.01224,0.57937,0.33585,0.30129,0.63855,3.9418,0.83022,0.000112726,0.000112726,0.000112726
93,360.486,0.70219,2.6845,0.72349,0.01224,0.57937,0.33585,0.30129,0.63855,3.9418,0.83022,0.00010258,0.00010258,0.00010258
94,364.279,0.77663,2.79798,0.80943,0.01224,0.57937,0.33585,0.30129,0.63855,3.9418,0.83022,9.21862e-05,9.21862e-05,9.21862e-05
95,368.196,0.62358,2.63994,0.85985,0.01224,0.57937,0.33585,0.30129,0.63855,3.9418,0.83022,8.1545e-05,8.1545e-05,8.1545e-05
96,372.234,0.79144,2.48426,0.79265,0.01075,0.64286,0.5155,0.45764,0.61654,3.85259,0.82586,7.06563e-05,7.06563e-05,7.06563e-05
97,375.731,0.56088,2.28911,0.84136,0.01075,0.64286,0.5155,0.45764,0.61654,3.85259,0.82586,5.952e-05,5.952e-05,5.952e-05
98,379.111,0.66481,2.43528,0.77333,0.01075,0.64286,0.5155,0.45764,0.61654,3.85259,0.82586,4.81363e-05,4.81363e-05,4.81363e-05
99,382.553,0.82591,2.93953,0.86591,0.01075,0.64286,0.5155,0.45764,0.61654,3.85259,0.82586,3.6505e-05,3.6505e-05,3.6505e-05
100,386.038,0.52175,2.29968,0.82162,0.92349,0.33333,0.59983,0.52664,0.60097,3.76073,0.82345,2.46263e-05,2.46263e-05,2.46263e-05
